lat;lon;crs;tas_anom
-71.5;96.5;b'';1.6510929
-71.5;97.5;b'';1.660564
-71.5;98.5;b'';1.6695821
-71.5;99.5;b'';1.6739008
-71.5;100.5;b'';1.6913584
-71.5;101.5;b'';1.7128032
-71.5;102.5;b'';1.7260257
-71.5;103.5;b'';1.7341354
-71.5;104.5;b'';1.7506655
-71.5;105.5;b'';1.7668638
-71.5;106.5;b'';1.7846065
-71.5;107.5;b'';1.8033887
-71.5;108.5;b'';1.8024365
-71.5;109.5;b'';1.7831228
-71.5;110.5;b'';1.7608595
-71.5;111.5;b'';1.7272273
-71.5;112.5;b'';1.6994209
-71.5;113.5;b'';1.6862189
-71.5;114.5;b'';1.6678625
-71.5;115.5;b'';1.6442407
-71.5;116.5;b'';1.6256087
-71.5;117.5;b'';1.6154519
-71.5;118.5;b'';1.6092018
-71.5;119.5;b'';1.5939155
-71.5;120.5;b'';1.5883235
-71.5;121.5;b'';1.5793957
-71.5;122.5;b'';1.5737113
-71.5;123.5;b'';1.5712436
-71.5;124.5;b'';1.5706435
-71.5;125.5;b'';1.5664397
-71.5;126.5;b'';1.569458
-71.5;127.5;b'';1.5717688
-71.5;128.5;b'';1.5790287
-71.5;129.5;b'';1.5833774
-71.5;130.5;b'';1.5875573
-71.5;131.5;b'';1.5967045
-71.5;132.5;b'';1.6014978
-71.5;133.5;b'';1.6045706
-71.5;134.5;b'';1.6121174
-71.5;135.5;b'';1.6178918
-71.5;136.5;b'';1.6239527
-71.5;137.5;b'';1.6311562
-71.5;138.5;b'';1.6399592
-71.5;139.5;b'';1.6534207
-71.5;140.5;b'';1.6629466
-71.5;141.5;b'';1.668875
-71.5;142.5;b'';1.6767642
-71.5;143.5;b'';1.6892279
-71.5;144.5;b'';1.6970301
-71.5;145.5;b'';1.6946303
-71.5;146.5;b'';1.6950587
-71.5;147.5;b'';1.6882589
-71.5;148.5;b'';1.6740665
-71.5;149.5;b'';1.6572948
-71.5;150.5;b'';1.6366872
-71.5;151.5;b'';1.6066005
-71.5;152.5;b'';1.5840994
-71.5;153.5;b'';1.560364
-71.5;154.5;b'';1.546239
-71.5;155.5;b'';1.5352379
-71.5;156.5;b'';1.5175447
-71.5;157.5;b'';1.50252
-71.5;158.5;b'';1.4914652
-71.5;159.5;b'';1.4678477
-71.5;160.5;b'';1.4671956
-71.5;161.5;b'';1.4639053
-71.5;162.5;b'';1.4713748
-71.5;163.5;b'';1.4716431
-71.5;164.5;b'';1.4774264
-71.5;165.5;b'';1.4763601
-71.5;166.5;b'';1.4834108
-71.5;167.5;b'';1.5076556
-71.5;168.5;b'';1.5112631
-71.5;169.5;b'';1.5269134
-71.5;170.5;b'';1.5078058
-71.5;171.5;b'';1.4540243
-71.5;172.5;b'';1.416513
-71.5;173.5;b'';1.3760654
-71.5;174.5;b'';1.3545431
-71.5;175.5;b'';1.3382968
-71.5;176.5;b'';1.3296545
-71.5;177.5;b'';1.3214132
-71.5;178.5;b'';1.3216182
-71.5;179.5;b'';1.3186102
-70.5;-179.5;b'';1.3254519
-70.5;-178.5;b'';1.3281024
-70.5;-177.5;b'';1.3446093
-70.5;-176.5;b'';1.3563116
-70.5;-175.5;b'';1.3720369
-70.5;-174.5;b'';1.3867086
-70.5;-173.5;b'';1.3976858
-70.5;-172.5;b'';1.4137677
-70.5;-171.5;b'';1.4228388
-70.5;-170.5;b'';1.4320236
-70.5;-169.5;b'';1.446082
-70.5;-168.5;b'';1.4543083
-70.5;-167.5;b'';1.4635979
-70.5;-166.5;b'';1.4783614
-70.5;-165.5;b'';1.4859779
-70.5;-164.5;b'';1.5025144
-70.5;-163.5;b'';1.5125961
-70.5;-162.5;b'';1.5324024
-70.5;-161.5;b'';1.5452929
-70.5;-160.5;b'';1.5697149
-70.5;-159.5;b'';1.5837797
-70.5;-158.5;b'';1.6100974
-70.5;-157.5;b'';1.6330442
-70.5;-156.5;b'';1.6577532
-70.5;-155.5;b'';1.688749
-70.5;-154.5;b'';1.7087855
-70.5;-153.5;b'';1.7450032
-70.5;-152.5;b'';1.7679082
-70.5;-151.5;b'';1.8015385
-70.5;-150.5;b'';1.8250741
-70.5;-149.5;b'';1.8499485
-70.5;-148.5;b'';1.8700134
-70.5;-147.5;b'';1.8941969
-70.5;-146.5;b'';1.90946
-70.5;-145.5;b'';1.9233444
-70.5;-144.5;b'';1.938295
-70.5;-143.5;b'';1.9460088
-70.5;-142.5;b'';1.9541959
-70.5;-141.5;b'';1.9667788
-70.5;-140.5;b'';1.973244
-70.5;-139.5;b'';1.9813892
-70.5;-138.5;b'';1.9963408
-70.5;-137.5;b'';2.003214
-70.5;-136.5;b'';2.0181422
-70.5;-135.5;b'';2.0361707
-70.5;-134.5;b'';2.046732
-70.5;-133.5;b'';2.0638475
-70.5;-132.5;b'';2.0801854
-70.5;-131.5;b'';2.0854514
-70.5;-130.5;b'';2.1097698
-70.5;-129.5;b'';2.1217034
-70.5;-128.5;b'';2.1331203
-70.5;-127.5;b'';2.1519356
-70.5;-126.5;b'';2.1615345
-70.5;-125.5;b'';2.1699495
-70.5;-124.5;b'';2.1823227
-70.5;-123.5;b'';2.1915448
-70.5;-122.5;b'';2.1946657
-70.5;-121.5;b'';2.2082703
-70.5;-120.5;b'';2.2109733
-70.5;-119.5;b'';2.2171342
-70.5;-118.5;b'';2.222892
-70.5;-117.5;b'';2.2286868
-70.5;-116.5;b'';2.2287219
-70.5;-115.5;b'';2.2370782
-70.5;-114.5;b'';2.2379055
-70.5;-113.5;b'';2.243216
-70.5;-112.5;b'';2.2466373
-70.5;-111.5;b'';2.253896
-70.5;-110.5;b'';2.259665
-70.5;-109.5;b'';2.2683468
-70.5;-108.5;b'';2.2834218
-70.5;-107.5;b'';2.2891705
-70.5;-106.5;b'';2.310027
-70.5;-105.5;b'';2.3167267
-70.5;-104.5;b'';2.3356838
-70.5;-103.5;b'';2.349888
-70.5;-102.5;b'';2.367627
-70.5;-101.5;b'';2.3765254
-70.5;-100.5;b'';2.394821
-70.5;-99.5;b'';2.3985994
-70.5;-98.5;b'';2.4088876
-70.5;-97.5;b'';2.4108558
-70.5;-96.5;b'';2.4113889
-70.5;-95.5;b'';2.4152842
-70.5;-94.5;b'';2.4167502
-70.5;-93.5;b'';2.417794
-70.5;-92.5;b'';2.41268
-70.5;-91.5;b'';2.414121
-70.5;-90.5;b'';2.4094055
-70.5;-89.5;b'';2.409115
-70.5;-88.5;b'';2.4056442
-70.5;-87.5;b'';2.4118464
-70.5;-86.5;b'';2.411617
-70.5;-85.5;b'';2.4257808
-70.5;-84.5;b'';2.433546
-70.5;-83.5;b'';2.4492595
-70.5;-82.5;b'';2.4591477
-70.5;-81.5;b'';2.472498
-70.5;-80.5;b'';2.4756277
-70.5;-79.5;b'';2.4722137
-70.5;-78.5;b'';2.4781492
-70.5;-77.5;b'';2.4745865
-70.5;-76.5;b'';2.3507068
-70.5;-75.5;b'';2.3086112
-70.5;-74.5;b'';2.1769226
-70.5;-73.5;b'';2.130638
-70.5;-72.5;b'';2.0843987
-70.5;-71.5;b'';2.050313
-70.5;-70.5;b'';1.9966904
-70.5;-69.5;b'';1.9693985
-70.5;-68.5;b'';1.9429218
-70.5;-67.5;b'';1.8917964
-70.5;-66.5;b'';1.8567898
-70.5;-65.5;b'';1.8406764
-70.5;-64.5;b'';1.8406539
-70.5;-63.5;b'';1.830184
-70.5;-62.5;b'';1.8971243
-70.5;-61.5;b'';1.9754324
-70.5;-60.5;b'';2.079041
-70.5;-59.5;b'';2.0901122
-70.5;-58.5;b'';2.1189675
-70.5;-57.5;b'';2.1090782
-70.5;-56.5;b'';2.1040304
-70.5;-55.5;b'';2.090114
-70.5;-54.5;b'';2.085861
-70.5;-53.5;b'';2.0713403
-70.5;-52.5;b'';2.0653417
-70.5;-51.5;b'';2.0582652
-70.5;-50.5;b'';2.053711
-70.5;-49.5;b'';2.0560365
-70.5;-48.5;b'';2.050224
-70.5;-47.5;b'';2.0488045
-70.5;-46.5;b'';2.0444152
-70.5;-45.5;b'';2.0364575
-70.5;-44.5;b'';2.0369766
-70.5;-43.5;b'';2.0311937
-70.5;-42.5;b'';2.0342808
-70.5;-41.5;b'';2.0335524
-70.5;-40.5;b'';2.0343702
-70.5;-39.5;b'';2.0368218
-70.5;-38.5;b'';2.0430086
-70.5;-37.5;b'';2.0512893
-70.5;-36.5;b'';2.063602
-70.5;-35.5;b'';2.073225
-70.5;-34.5;b'';2.087249
-70.5;-33.5;b'';2.0950055
-70.5;-32.5;b'';2.1059291
-70.5;-31.5;b'';2.1115148
-70.5;-30.5;b'';2.1170318
-70.5;-29.5;b'';2.1186776
-70.5;-28.5;b'';2.1248684
-70.5;-27.5;b'';2.1241865
-70.5;-26.5;b'';2.1302164
-70.5;-25.5;b'';2.1292272
-70.5;-24.5;b'';2.1306274
-70.5;-23.5;b'';2.1286755
-70.5;-22.5;b'';2.1274767
-70.5;-21.5;b'';2.1237702
-70.5;-20.5;b'';2.1154864
-70.5;-19.5;b'';2.1068149
-70.5;-18.5;b'';2.09455
-70.5;-17.5;b'';2.0863056
-70.5;-16.5;b'';2.0700076
-70.5;-15.5;b'';2.059961
-70.5;-14.5;b'';2.0397055
-70.5;-13.5;b'';2.0292535
-70.5;-12.5;b'';2.0129838
-70.5;-11.5;b'';2.0025065
-70.5;-10.5;b'';1.9787817
-70.5;-9.5;b'';1.960227
-70.5;-8.5;b'';1.9495524
-70.5;-7.5;b'';1.9300133
-70.5;-6.5;b'';1.8944308
-70.5;-5.5;b'';1.8838305
-70.5;-4.5;b'';1.8467468
-70.5;-3.5;b'';1.8562633
-70.5;-2.5;b'';1.8774719
-70.5;-1.5;b'';1.8966289
-70.5;-0.5;b'';1.9054393
-70.5;0.5;b'';1.887063
-70.5;1.5;b'';1.8330704
-70.5;2.5;b'';1.7913333
-70.5;3.5;b'';1.7685491
-70.5;4.5;b'';1.7557917
-70.5;5.5;b'';1.7383319
-70.5;6.5;b'';1.7380487
-70.5;7.5;b'';1.7213157
-70.5;8.5;b'';1.7045614
-70.5;9.5;b'';1.6918643
-70.5;10.5;b'';1.6747608
-70.5;11.5;b'';1.6689632
-70.5;12.5;b'';1.6596589
-70.5;13.5;b'';1.6566355
-70.5;14.5;b'';1.6688675
-70.5;15.5;b'';1.6769515
-70.5;16.5;b'';1.6945283
-70.5;17.5;b'';1.708049
-70.5;18.5;b'';1.7219925
-70.5;19.5;b'';1.7287253
-70.5;20.5;b'';1.731132
-70.5;21.5;b'';1.7111233
-70.5;22.5;b'';1.7172887
-70.5;23.5;b'';1.7133567
-70.5;24.5;b'';1.7193853
-70.5;25.5;b'';1.7210912
-70.5;26.5;b'';1.7058349
-70.5;27.5;b'';1.7003903
-70.5;28.5;b'';1.6696993
-70.5;29.5;b'';1.6412625
-70.5;30.5;b'';1.6131392
-70.5;31.5;b'';1.6055379
-70.5;32.5;b'';1.6022494
-70.5;33.5;b'';1.6127261
-70.5;34.5;b'';1.619937
-70.5;35.5;b'';1.6337322
-70.5;36.5;b'';1.6592573
-70.5;37.5;b'';1.6984633
-70.5;38.5;b'';1.7276952
-70.5;39.5;b'';1.7373978
-70.5;40.5;b'';1.6801602
-70.5;41.5;b'';1.669042
-70.5;42.5;b'';1.6639961
-70.5;43.5;b'';1.675362
-70.5;44.5;b'';1.6905725
-70.5;45.5;b'';1.7012663
-70.5;46.5;b'';1.7089493
-70.5;47.5;b'';1.7187295
-70.5;48.5;b'';1.7220438
-70.5;49.5;b'';1.7295549
-70.5;50.5;b'';1.7341471
-70.5;51.5;b'';1.7489156
-70.5;52.5;b'';1.7570233
-70.5;53.5;b'';1.763853
-70.5;54.5;b'';1.7647276
-70.5;55.5;b'';1.7579811
-70.5;56.5;b'';1.7424479
-70.5;57.5;b'';1.7211789
-70.5;58.5;b'';1.6920788
-70.5;59.5;b'';1.6672586
-70.5;60.5;b'';1.6496389
-70.5;61.5;b'';1.6184397
-70.5;62.5;b'';1.60133
-70.5;63.5;b'';1.6074215
-70.5;64.5;b'';1.6091057
-70.5;65.5;b'';1.621383
-70.5;66.5;b'';1.6214871
-70.5;67.5;b'';1.6462193
-70.5;68.5;b'';1.6658483
-70.5;69.5;b'';1.6995177
-70.5;70.5;b'';1.7120878
-70.5;71.5;b'';1.6877329
-70.5;72.5;b'';1.6289378
-70.5;73.5;b'';1.5709608
-70.5;74.5;b'';1.5119963
-70.5;75.5;b'';1.4902543
-70.5;76.5;b'';1.4668096
-70.5;77.5;b'';1.45352
-70.5;78.5;b'';1.454585
-70.5;79.5;b'';1.4725987
-70.5;80.5;b'';1.4787929
-70.5;81.5;b'';1.4979825
-70.5;82.5;b'';1.5122081
-70.5;83.5;b'';1.520513
-70.5;84.5;b'';1.5308157
-70.5;85.5;b'';1.536917
-70.5;86.5;b'';1.5414034
-70.5;87.5;b'';1.5495924
-70.5;88.5;b'';1.5533885
-70.5;89.5;b'';1.5563607
-70.5;90.5;b'';1.5557754
-70.5;91.5;b'';1.564655
-70.5;92.5;b'';1.5701941
-70.5;93.5;b'';1.5770468
-70.5;94.5;b'';1.586297
-70.5;95.5;b'';1.5897512
-70.5;96.5;b'';1.596611
-70.5;97.5;b'';1.6042062
-70.5;98.5;b'';1.6119283
-70.5;99.5;b'';1.6180006
-70.5;100.5;b'';1.6320553
-70.5;101.5;b'';1.6489075
-70.5;102.5;b'';1.6610732
-70.5;103.5;b'';1.6694325
-70.5;104.5;b'';1.6817386
-70.5;105.5;b'';1.6923035
-70.5;106.5;b'';1.7038283
-70.5;107.5;b'';1.7091779
-70.5;108.5;b'';1.7009487
-70.5;109.5;b'';1.6801848
-70.5;110.5;b'';1.657864
-70.5;111.5;b'';1.6289213
-70.5;112.5;b'';1.6062341
-70.5;113.5;b'';1.5920812
-70.5;114.5;b'';1.5775356
-70.5;115.5;b'';1.5628235
-70.5;116.5;b'';1.5463558
-70.5;117.5;b'';1.5309128
-70.5;118.5;b'';1.5239942
-70.5;119.5;b'';1.5125816
-70.5;120.5;b'';1.508572
-70.5;121.5;b'';1.5004386
-70.5;122.5;b'';1.4953011
-70.5;123.5;b'';1.493791
-70.5;124.5;b'';1.4923635
-70.5;125.5;b'';1.4923122
-70.5;126.5;b'';1.49578
-70.5;127.5;b'';1.4979602
-70.5;128.5;b'';1.5065852
-70.5;129.5;b'';1.5128019
-70.5;130.5;b'';1.5224694
-70.5;131.5;b'';1.5369118
-70.5;132.5;b'';1.5469664
-70.5;133.5;b'';1.5515342
-70.5;134.5;b'';1.5614595
-70.5;135.5;b'';1.5671548
-70.5;136.5;b'';1.5725632
-70.5;137.5;b'';1.5729387
-70.5;138.5;b'';1.5750535
-70.5;139.5;b'';1.5787544
-70.5;140.5;b'';1.5857252
-70.5;141.5;b'';1.5925901
-70.5;142.5;b'';1.5977103
-70.5;143.5;b'';1.6066891
-70.5;144.5;b'';1.6132288
-70.5;145.5;b'';1.6103964
-70.5;146.5;b'';1.6109648
-70.5;147.5;b'';1.604269
-70.5;148.5;b'';1.582844
-70.5;149.5;b'';1.5644503
-70.5;150.5;b'';1.5431547
-70.5;151.5;b'';1.5110306
-70.5;152.5;b'';1.4841981
-70.5;153.5;b'';1.4549874
-70.5;154.5;b'';1.4346575
-70.5;155.5;b'';1.4230254
-70.5;156.5;b'';1.4139674
-70.5;157.5;b'';1.4150844
-70.5;158.5;b'';1.4201384
-70.5;159.5;b'';1.4152255
-70.5;160.5;b'';1.4288402
-70.5;161.5;b'';1.4572189
-70.5;162.5;b'';1.4678929
-70.5;163.5;b'';1.467859
-70.5;164.5;b'';1.4728732
-70.5;165.5;b'';1.4732226
-70.5;166.5;b'';1.4758422
-70.5;167.5;b'';1.4739573
-70.5;168.5;b'';1.4734561
-70.5;169.5;b'';1.4710594
-70.5;170.5;b'';1.44963
-70.5;171.5;b'';1.4058722
-70.5;172.5;b'';1.3794487
-70.5;173.5;b'';1.346528
-70.5;174.5;b'';1.3296331
-70.5;175.5;b'';1.3185164
-70.5;176.5;b'';1.3133355
-70.5;177.5;b'';1.3084607
-70.5;178.5;b'';1.3115171
-70.5;179.5;b'';1.3076555
-69.5;-179.5;b'';1.2678767
-69.5;-178.5;b'';1.2625847
-69.5;-177.5;b'';1.2659696
-69.5;-176.5;b'';1.2661892
-69.5;-175.5;b'';1.2733713
-69.5;-174.5;b'';1.2769164
-69.5;-173.5;b'';1.2810951
-69.5;-172.5;b'';1.2907491
-69.5;-171.5;b'';1.2969784
-69.5;-170.5;b'';1.3025078
-69.5;-169.5;b'';1.3138704
-69.5;-168.5;b'';1.3224783
-69.5;-167.5;b'';1.3310134
-69.5;-166.5;b'';1.3465872
-69.5;-165.5;b'';1.3557119
-69.5;-164.5;b'';1.3747332
-69.5;-163.5;b'';1.3853769
-69.5;-162.5;b'';1.4044299
-69.5;-161.5;b'';1.4169047
-69.5;-160.5;b'';1.4397296
-69.5;-159.5;b'';1.4536409
-69.5;-158.5;b'';1.4797148
-69.5;-157.5;b'';1.5029075
-69.5;-156.5;b'';1.5275186
-69.5;-155.5;b'';1.5591135
-69.5;-154.5;b'';1.5776309
-69.5;-153.5;b'';1.6106035
-69.5;-152.5;b'';1.6335279
-69.5;-151.5;b'';1.6624933
-69.5;-150.5;b'';1.6817794
-69.5;-149.5;b'';1.7018481
-69.5;-148.5;b'';1.7185509
-69.5;-147.5;b'';1.7336345
-69.5;-146.5;b'';1.7512666
-69.5;-145.5;b'';1.7600158
-69.5;-144.5;b'';1.7724386
-69.5;-143.5;b'';1.780747
-69.5;-142.5;b'';1.7863171
-69.5;-141.5;b'';1.796686
-69.5;-140.5;b'';1.7983382
-69.5;-139.5;b'';1.8031998
-69.5;-138.5;b'';1.813668
-69.5;-137.5;b'';1.8186052
-69.5;-136.5;b'';1.8289425
-69.5;-135.5;b'';1.8437246
-69.5;-134.5;b'';1.8566778
-69.5;-133.5;b'';1.8710252
-69.5;-132.5;b'';1.8870603
-69.5;-131.5;b'';1.893129
-69.5;-130.5;b'';1.9147983
-69.5;-129.5;b'';1.9238427
-69.5;-128.5;b'';1.9405677
-69.5;-127.5;b'';1.954181
-69.5;-126.5;b'';1.965407
-69.5;-125.5;b'';1.977678
-69.5;-124.5;b'';1.9899648
-69.5;-123.5;b'';2.0001512
-69.5;-122.5;b'';2.008787
-69.5;-121.5;b'';2.0218937
-69.5;-120.5;b'';2.0271432
-69.5;-119.5;b'';2.0364904
-69.5;-118.5;b'';2.0463748
-69.5;-117.5;b'';2.052892
-69.5;-116.5;b'';2.0606358
-69.5;-115.5;b'';2.0710092
-69.5;-114.5;b'';2.0764272
-69.5;-113.5;b'';2.085258
-69.5;-112.5;b'';2.0916195
-69.5;-111.5;b'';2.0985534
-69.5;-110.5;b'';2.1062193
-69.5;-109.5;b'';2.113051
-69.5;-108.5;b'';2.1260407
-69.5;-107.5;b'';2.1318328
-69.5;-106.5;b'';2.1473634
-69.5;-105.5;b'';2.1571157
-69.5;-104.5;b'';2.1748042
-69.5;-103.5;b'';2.1869786
-69.5;-102.5;b'';2.2042508
-69.5;-101.5;b'';2.2182817
-69.5;-100.5;b'';2.2386396
-69.5;-99.5;b'';2.24925
-69.5;-98.5;b'';2.2675557
-69.5;-97.5;b'';2.2788925
-69.5;-96.5;b'';2.284227
-69.5;-95.5;b'';2.2942615
-69.5;-94.5;b'';2.2961826
-69.5;-93.5;b'';2.3023527
-69.5;-92.5;b'';2.304063
-69.5;-91.5;b'';2.3066344
-69.5;-90.5;b'';2.3030229
-69.5;-89.5;b'';2.3038082
-69.5;-88.5;b'';2.3013809
-69.5;-87.5;b'';2.304582
-69.5;-86.5;b'';2.3060424
-69.5;-85.5;b'';2.3132722
-69.5;-84.5;b'';2.319013
-69.5;-83.5;b'';2.3330839
-69.5;-82.5;b'';2.3439817
-69.5;-81.5;b'';2.3612356
-69.5;-80.5;b'';2.375396
-69.5;-79.5;b'';2.3849561
-69.5;-78.5;b'';2.401981
-69.5;-77.5;b'';2.4068232
-69.5;-76.5;b'';2.4112103
-69.5;-75.5;b'';2.4045475
-69.5;-74.5;b'';2.3387837
-69.5;-73.5;b'';2.2927372
-69.5;-72.5;b'';2.1541564
-69.5;-71.5;b'';2.093828
-69.5;-70.5;b'';2.050168
-69.5;-69.5;b'';2.0283399
-69.5;-68.5;b'';1.9870763
-69.5;-67.5;b'';1.9195987
-69.5;-66.5;b'';1.882712
-69.5;-65.5;b'';1.8645073
-69.5;-64.5;b'';1.8668253
-69.5;-63.5;b'';1.8775501
-69.5;-62.5;b'';1.9576291
-69.5;-61.5;b'';2.0481644
-69.5;-60.5;b'';2.1219237
-69.5;-59.5;b'';2.1228137
-69.5;-58.5;b'';2.1370559
-69.5;-57.5;b'';2.1133232
-69.5;-56.5;b'';2.097618
-69.5;-55.5;b'';2.082194
-69.5;-54.5;b'';2.0737133
-69.5;-53.5;b'';2.0555906
-69.5;-52.5;b'';2.0449975
-69.5;-51.5;b'';2.0333438
-69.5;-50.5;b'';2.026509
-69.5;-49.5;b'';2.0257018
-69.5;-48.5;b'';2.0202906
-69.5;-47.5;b'';2.019518
-69.5;-46.5;b'';2.0194213
-69.5;-45.5;b'';2.0150807
-69.5;-44.5;b'';2.0167766
-69.5;-43.5;b'';2.0144105
-69.5;-42.5;b'';2.015489
-69.5;-41.5;b'';2.015596
-69.5;-40.5;b'';2.0157597
-69.5;-39.5;b'';2.0191548
-69.5;-38.5;b'';2.0264158
-69.5;-37.5;b'';2.0322404
-69.5;-36.5;b'';2.0417936
-69.5;-35.5;b'';2.0491161
-69.5;-34.5;b'';2.0579646
-69.5;-33.5;b'';2.0613117
-69.5;-32.5;b'';2.0707183
-69.5;-31.5;b'';2.0716052
-69.5;-30.5;b'';2.071642
-69.5;-29.5;b'';2.0729902
-69.5;-28.5;b'';2.0745478
-69.5;-27.5;b'';2.0720572
-69.5;-26.5;b'';2.073955
-69.5;-25.5;b'';2.070201
-69.5;-24.5;b'';2.0694685
-69.5;-23.5;b'';2.0660489
-69.5;-22.5;b'';2.062848
-69.5;-21.5;b'';2.0577123
-69.5;-20.5;b'';2.0535898
-69.5;-19.5;b'';2.0488942
-69.5;-18.5;b'';2.043051
-69.5;-17.5;b'';2.0398846
-69.5;-16.5;b'';2.0397105
-69.5;-15.5;b'';2.036258
-69.5;-14.5;b'';2.0346742
-69.5;-13.5;b'';2.031555
-69.5;-12.5;b'';2.032936
-69.5;-11.5;b'';2.032526
-69.5;-10.5;b'';2.0334241
-69.5;-9.5;b'';2.0312493
-69.5;-8.5;b'';2.0233176
-69.5;-7.5;b'';2.0173547
-69.5;-6.5;b'';1.9985784
-69.5;-5.5;b'';1.9865944
-69.5;-4.5;b'';1.9543986
-69.5;-3.5;b'';1.9424835
-69.5;-2.5;b'';1.9493502
-69.5;-1.5;b'';2.0002546
-69.5;-0.5;b'';2.0183125
-69.5;0.5;b'';2.0047321
-69.5;1.5;b'';1.9853818
-69.5;2.5;b'';1.9706535
-69.5;3.5;b'';1.9510643
-69.5;4.5;b'';1.9403142
-69.5;5.5;b'';1.9204425
-69.5;6.5;b'';1.9093633
-69.5;7.5;b'';1.8871702
-69.5;8.5;b'';1.8710693
-69.5;9.5;b'';1.8555232
-69.5;10.5;b'';1.8391659
-69.5;11.5;b'';1.8315915
-69.5;12.5;b'';1.8324077
-69.5;13.5;b'';1.861495
-69.5;14.5;b'';1.8851044
-69.5;15.5;b'';1.8971605
-69.5;16.5;b'';1.9156499
-69.5;17.5;b'';1.9389392
-69.5;18.5;b'';1.9473103
-69.5;19.5;b'';1.9472371
-69.5;20.5;b'';1.9445134
-69.5;21.5;b'';1.9385982
-69.5;22.5;b'';1.9240597
-69.5;23.5;b'';1.9000653
-69.5;24.5;b'';1.8750099
-69.5;25.5;b'';1.8550463
-69.5;26.5;b'';1.8496516
-69.5;27.5;b'';1.8293017
-69.5;28.5;b'';1.8298777
-69.5;29.5;b'';1.7925596
-69.5;30.5;b'';1.7885813
-69.5;31.5;b'';1.7754164
-69.5;32.5;b'';1.7699689
-69.5;33.5;b'';1.7794273
-69.5;34.5;b'';1.7911319
-69.5;35.5;b'';1.8315774
-69.5;36.5;b'';1.879261
-69.5;37.5;b'';1.9370773
-69.5;38.5;b'';1.9227506
-69.5;39.5;b'';1.8480835
-69.5;40.5;b'';1.6788139
-69.5;41.5;b'';1.6249535
-69.5;42.5;b'';1.6009309
-69.5;43.5;b'';1.5965543
-69.5;44.5;b'';1.6027012
-69.5;45.5;b'';1.6230469
-69.5;46.5;b'';1.623717
-69.5;47.5;b'';1.6262369
-69.5;48.5;b'';1.6337669
-69.5;49.5;b'';1.6409365
-69.5;50.5;b'';1.6454291
-69.5;51.5;b'';1.6577263
-69.5;52.5;b'';1.6563815
-69.5;53.5;b'';1.6582687
-69.5;54.5;b'';1.6649492
-69.5;55.5;b'';1.6591452
-69.5;56.5;b'';1.6546541
-69.5;57.5;b'';1.6383481
-69.5;58.5;b'';1.6150396
-69.5;59.5;b'';1.6021489
-69.5;60.5;b'';1.5793076
-69.5;61.5;b'';1.5639606
-69.5;62.5;b'';1.5669664
-69.5;63.5;b'';1.5780958
-69.5;64.5;b'';1.582574
-69.5;65.5;b'';1.5788015
-69.5;66.5;b'';1.5781158
-69.5;67.5;b'';1.5806994
-69.5;68.5;b'';1.5783204
-69.5;69.5;b'';1.5889084
-69.5;70.5;b'';1.6191037
-69.5;71.5;b'';1.6715369
-69.5;72.5;b'';1.6416279
-69.5;73.5;b'';1.5907685
-69.5;74.5;b'';1.5663507
-69.5;75.5;b'';1.5356479
-69.5;76.5;b'';1.4845825
-69.5;77.5;b'';1.4175886
-69.5;78.5;b'';1.403917
-69.5;79.5;b'';1.4180931
-69.5;80.5;b'';1.4115394
-69.5;81.5;b'';1.4201992
-69.5;82.5;b'';1.4309347
-69.5;83.5;b'';1.4346763
-69.5;84.5;b'';1.445177
-69.5;85.5;b'';1.4543217
-69.5;86.5;b'';1.458525
-69.5;87.5;b'';1.4635166
-69.5;88.5;b'';1.4661723
-69.5;89.5;b'';1.4716065
-69.5;90.5;b'';1.4724731
-69.5;91.5;b'';1.4797612
-69.5;92.5;b'';1.4858736
-69.5;93.5;b'';1.4952968
-69.5;94.5;b'';1.5029367
-69.5;95.5;b'';1.5058367
-69.5;96.5;b'';1.5149505
-69.5;97.5;b'';1.5236557
-69.5;98.5;b'';1.5307782
-69.5;99.5;b'';1.5458772
-69.5;100.5;b'';1.5571058
-69.5;101.5;b'';1.5620006
-69.5;102.5;b'';1.5703982
-69.5;103.5;b'';1.5762428
-69.5;104.5;b'';1.5823067
-69.5;105.5;b'';1.5883316
-69.5;106.5;b'';1.5915653
-69.5;107.5;b'';1.5878649
-69.5;108.5;b'';1.5765737
-69.5;109.5;b'';1.5595771
-69.5;110.5;b'';1.5457199
-69.5;111.5;b'';1.5316037
-69.5;112.5;b'';1.5226165
-69.5;113.5;b'';1.5089613
-69.5;114.5;b'';1.4932294
-69.5;115.5;b'';1.477656
-69.5;116.5;b'';1.4611709
-69.5;117.5;b'';1.4415884
-69.5;118.5;b'';1.4309695
-69.5;119.5;b'';1.4173476
-69.5;120.5;b'';1.4106172
-69.5;121.5;b'';1.4029955
-69.5;122.5;b'';1.3991821
-69.5;123.5;b'';1.3981168
-69.5;124.5;b'';1.4000438
-69.5;125.5;b'';1.4065053
-69.5;126.5;b'';1.4109861
-69.5;127.5;b'';1.4135886
-69.5;128.5;b'';1.4193739
-69.5;129.5;b'';1.4231687
-69.5;130.5;b'';1.4314198
-69.5;131.5;b'';1.4381204
-69.5;132.5;b'';1.4460524
-69.5;133.5;b'';1.455523
-69.5;134.5;b'';1.4682009
-69.5;135.5;b'';1.4799384
-69.5;136.5;b'';1.4831951
-69.5;137.5;b'';1.479389
-69.5;138.5;b'';1.4759268
