;"Oil";"Coal";"Gas";"Nuclear";"Hydroelectricity";"Biomass and Waste";"Wind";"Solar, Tide, Wave, Fuel Cell";"Fuel Ethanol";"Geothermal";"Biodiesel";"Peat"
"1900-01-01 00:00:21";8,482;157,29964635;6,34913377777778;0;0,672153298120624;;;;;0;;
"1901-01-01 00:00:21";9,252;171,07420715;7,03594717777778;0;0,744380297260779;;;;;0;;
"1902-01-01 00:00:21";11,835;178,48227705;7,72276057777778;0;0,84019162265078;;;;;0;;
"1903-01-01 00:00:21";13,395;208,4366746;8,40957397777778;0;0,964746345657782;;;;;0;;
"1904-01-01 00:00:21";15,611;205,20585085;9,09638737777778;0;1,1008475617246;;;;;0;;
"1905-01-01 00:00:21";17,962;229,0650824;9,78320077777778;0;1,24161650902837;;;;;0;;
"1906-01-01 00:00:21";16,866;241,56724515;10,4700141777778;0;1,37894607542071;;;;;0;;
"1907-01-01 00:00:21";22,146;280,1834651;11,1568275777778;0;1,52315440363592;;;;;0;;
"1908-01-01 00:00:21";23,804;242,55095865;11,8436409777778;0;1,7133030340253;;;;;0;;
"1909-01-01 00:00:21";24,423;268,7813898;12,5304543777778;0;1,92801867092495;;;;;0;;
"1910-01-01 00:00:21";27,941;292,567968;13,2172677777778;0;2,11914998157475;;;;;0;;
"1911-01-01 00:00:21";29,393;289,520385;13,9297671851852;0;2,32354747574008;;;;;0;;
"1912-01-01 00:00:00";29,725;311,740737;14,6422665925926;0;2,52204888834296;;;;;0;;
"1913-01-01 00:00:00";33,126;332,44308405;15,354766;0;2,75666380051591;;;;;0;;
"1914-01-01 00:00:00";35,435;299,52661585;16,0672654074074;0;3,00429922613929;;;;;0;;
"1915-01-01 00:00:00";37,48;310,0253464;16,7797648148148;0;3,25242599189289;;;;;0;;
"1916-01-01 00:00:00";40,1;344,1287003;17,4922642222222;0;3,53298120624002;;;;;0;;
"1917-01-01 00:00:00";44,71;379,880578;18,2047636296296;0;3,78110797199361;;;;;0;;
"1918-01-01 00:00:00";47,457;395,5839888;18,917263037037;0;3,92433361994841;;;;;0;;
